district,category,urban,family_income,first_gen,parent_grad,cutoff_12th,entrance_score,college_tier,tuition,distance_km,competing_offers,merit_aid_pct,need_aid_pct,total_aid_pct,aid_amount,net_price,enrolled
Chennai,BC,1,228000.0,0,1,73.0,103.5,Tier-3 (Self-financing),79000.0,76.5,1,0.241,0.494,0.367,29000.0,50000.0,0
Dindigul,SC,1,143000.0,1,0,69.74,112.9,Tier-1 (Autonomous),177000.0,9.9,0,0.279,0.49,0.385,68100.0,108900.0,0
Dindigul,BC,1,981000.0,0,1,92.3,157.7,Tier-1 (Autonomous),170000.0,44.5,2,0.447,0.259,0.353,60000.0,110000.0,1
Kanyakumari,OC,1,793000.0,1,0,99.9,139.8,Tier-1 (Autonomous),183000.0,123.5,2,0.339,0.448,0.393,72000.0,111000.0,0
Karur,BC,1,505000.0,0,0,77.44,104.1,Tier-3 (Self-financing),74000.0,96.6,0,0.177,0.283,0.23,17000.0,57000.0,0
Tiruchirappalli,SC,0,221000.0,1,0,62.98,90.8,Tier-2 (Affiliated),110000.0,158.5,0,0.073,0.454,0.263,29000.0,81000.0,0
Tiruchirappalli,SC,1,305000.0,0,0,81.96,128.3,Tier-2 (Affiliated),101000.0,26.3,0,0.421,0.432,0.427,43100.0,57900.0,1
Theni,SC,1,170000.0,0,1,57.15,58.5,Tier-1 (Autonomous),172000.0,10.3,1,0.102,0.472,0.287,49400.0,122600.0,0
Chennai,MBC,0,345000.0,0,1,64.5,111.8,Tier-1 (Autonomous),174000.0,91.9,2,0.37,0.599,0.485,84300.0,89700.0,1
Erode,SC,1,284000.0,1,0,82.14,128.7,Tier-2 (Affiliated),116000.0,129.5,1,0.336,0.47,0.403,46700.0,69300.0,1
Madurai,MBC,1,217000.0,0,1,64.16,67.4,Tier-3 (Self-financing),84000.0,74.4,1,0.13,0.593,0.361,30400.0,53600.0,0
Chennai,BC,0,410000.0,0,1,75.04,103.4,Tier-2 (Affiliated),109000.0,79.5,1,0.237,0.48,0.359,39100.0,69900.0,0
Villupuram,MBC,1,332000.0,0,1,63.16,96.5,Tier-2 (Affiliated),114000.0,155.3,0,0.205,0.521,0.363,41400.0,72600.0,0
Coimbatore,SC,1,357000.0,0,0,78.56,99.1,Tier-3 (Self-financing),80000.0,65.8,1,0.262,0.456,0.359,28800.0,51200.0,1
Chennai,BC,0,279000.0,1,0,89.23,157.3,Tier-3 (Self-financing),69000.0,30.9,1,0.425,0.553,0.489,33700.0,35300.0,1
Villupuram,MBC,0,425000.0,1,0,71.87,117.8,Tier-2 (Affiliated),101000.0,157.5,1,0.386,0.417,0.402,40600.0,60400.0,0
Tiruchirappalli,MBC,1,474000.0,1,0,77.81,134.7,Tier-3 (Self-financing),83000.0,77.9,1,0.48,0.422,0.451,37400.0,45600.0,1
Virudhunagar,MBC,0,160000.0,0,1,69.84,96.3,Tier-3 (Self-financing),85000.0,11.0,1,0.338,0.477,0.407,34600.0,50400.0,1
Chennai,OC,0,466000.0,0,0,70.54,119.0,Tier-2 (Affiliated),114000.0,125.2,3,0.437,0.375,0.406,46300.0,67700.0,0
Tiruchirappalli,MBC,1,510000.0,0,0,69.69,101.6,Tier-1 (Autonomous),179000.0,63.9,3,0.161,0.448,0.305,54500.0,124500.0,0
Madurai,SC,1,417000.0,0,1,85.86,134.5,Tier-2 (Affiliated),118000.0,143.1,0,0.465,0.538,0.501,59200.0,58800.0,1
Karur,BC,1,854000.0,1,0,63.86,107.5,Tier-1 (Autonomous),183000.0,108.4,0,0.28,0.356,0.318,58200.0,124800.0,1
Theni,BC,1,344000.0,0,1,74.68,118.4,Tier-1 (Autonomous),169000.0,77.5,2,0.32,0.419,0.369,62400.0,106600.0,0
Dindigul,OC,1,910000.0,1,0,82.1,143.5,Tier-3 (Self-financing),65000.0,14.7,1,0.343,0.528,0.435,28300.0,36700.0,1
Salem,OC,1,244000.0,0,0,87.1,141.4,Tier-3 (Self-financing),77000.0,63.0,0,0.363,0.471,0.417,32100.0,44900.0,1
Coimbatore,ST,0,158000.0,1,0,82.41,124.9,Tier-2 (Affiliated),111000.0,11.0,1,0.158,0.578,0.368,40900.0,70100.0,0
Tiruppur,MBC,1,361000.0,1,0,77.27,136.3,Tier-3 (Self-financing),88000.0,86.9,2,0.42,0.48,0.45,39600.0,48400.0,1
Salem,BC,0,663000.0,1,0,72.31,131.5,Tier-3 (Self-financing),84000.0,20.1,4,0.342,0.506,0.424,35600.0,48400.0,0
Tiruppur,BC,1,443000.0,1,0,87.25,140.9,Tier-3 (Self-financing),86000.0,34.4,2,0.35,0.459,0.405,34800.0,51200.0,1
Cuddalore,ST,1,381000.0,0,0,69.33,131.0,Tier-3 (Self-financing),96000.0,11.2,4,0.463,0.471,0.467,44900.0,51100.0,1
Virudhunagar,BC,0,113000.0,1,0,69.48,107.6,Tier-3 (Self-financing),85000.0,14.0,2,0.275,0.523,0.399,33900.0,51100.0,1
Dindigul,SC,1,260000.0,0,1,91.52,144.5,Tier-2 (Affiliated),113000.0,128.1,1,0.33,0.479,0.404,45700.0,67300.0,0
Chennai,BC,1,303000.0,0,1,81.6,130.6,Tier-3 (Self-financing),98000.0,48.7,2,0.354,0.496,0.425,41600.0,56400.0,0
Tirunelveli,OC,1,2458000.0,0,1,81.96,129.2,Tier-3 (Self-financing),71000.0,3.7,1,0.487,0.007,0.247,17500.0,53500.0,1
Kanyakumari,MBC,0,180000.0,0,0,83.99,129.7,Tier-2 (Affiliated),124000.0,53.9,3,0.341,0.554,0.448,55500.0,68500.0,1
Namakkal,OC,1,656000.0,1,0,77.05,112.6,Tier-2 (Affiliated),90000.0,10.8,2,0.356,0.639,0.497,44800.0,45200.0,1
Theni,MBC,0,279000.0,0,0,63.62,86.9,Tier-2 (Affiliated),103000.0,32.5,0,0.143,0.421,0.282,29000.0,74000.0,0
Dindigul,BC,1,202000.0,0,1,80.51,130.5,Tier-2 (Affiliated),106000.0,16.0,0,0.394,0.536,0.465,49300.0,56700.0,0
Tiruchirappalli,SC,1,236000.0,0,1,77.82,142.5,Tier-2 (Affiliated),97000.0,122.3,0,0.414,0.505,0.459,44600.0,52400.0,0
Kanyakumari,SC,0,244000.0,1,0,69.41,123.3,Tier-1 (Autonomous),179000.0,40.5,0,0.329,0.412,0.371,66300.0,112700.0,0
Nagapattinam,SC,0,204000.0,1,0,67.11,113.2,Tier-2 (Affiliated),110000.0,109.8,1,0.255,0.573,0.414,45500.0,64500.0,1
Thoothukudi,OC,1,178000.0,1,0,77.53,142.8,Tier-2 (Affiliated),116000.0,57.3,2,0.375,0.48,0.428,49600.0,66400.0,0
Kanyakumari,SC,1,231000.0,1,0,64.42,103.4,Tier-1 (Autonomous),186000.0,31.8,2,0.108,0.45,0.279,51900.0,134100.0,0
Tirunelveli,ST,0,296000.0,0,1,76.57,107.7,Tier-3 (Self-financing),86000.0,15.7,0,0.145,0.601,0.373,32100.0,53900.0,1
Tirunelveli,BC,1,667000.0,0,0,75.36,115.3,Tier-3 (Self-financing),94000.0,156.7,3,0.176,0.392,0.284,26700.0,67300.0,0
Salem,BC,1,944000.0,0,1,76.81,122.0,Tier-1 (Autonomous),185000.0,77.8,2,0.203,0.458,0.331,61200.0,123800.0,1
Villupuram,SC,0,113000.0,1,0,82.03,123.6,Tier-2 (Affiliated),107000.0,11.6,2,0.308,0.571,0.439,47000.0,60000.0,0
Tiruppur,BC,1,977000.0,1,0,84.22,143.9,Tier-1 (Autonomous),181000.0,65.2,1,0.362,0.366,0.364,65900.0,115100.0,1
Dindigul,MBC,0,254000.0,0,1,70.89,127.5,Tier-2 (Affiliated),105000.0,29.0,0,0.26,0.551,0.405,42600.0,62400.0,0
Thoothukudi,SC,0,468000.0,0,1,86.7,112.7,Tier-2 (Affiliated),100000.0,78.5,0,0.388,0.521,0.454,45400.0,54600.0,1
Theni,OC,1,631000.0,1,0,75.81,119.1,Tier-2 (Affiliated),113000.0,156.2,0,0.293,0.412,0.352,39800.0,73200.0,1
Villupuram,MBC,0,84000.0,1,0,95.53,109.3,Tier-2 (Affiliated),98000.0,8.0,1,0.351,0.504,0.427,41900.0,56100.0,0
Thoothukudi,MBC,1,670000.0,1,0,72.15,114.1,Tier-2 (Affiliated),109000.0,28.8,0,0.178,0.487,0.333,36300.0,72700.0,1
Coimbatore,BC,1,378000.0,0,1,61.89,97.5,Tier-3 (Self-financing),67000.0,9.5,2,0.271,0.698,0.485,32500.0,34500.0,1
Vellore,SC,1,256000.0,0,1,86.34,164.8,Tier-1 (Autonomous),181000.0,60.1,1,0.554,0.37,0.462,83700.0,97300.0,0
Karur,BC,0,134000.0,0,1,82.26,153.8,Tier-3 (Self-financing),79000.0,38.3,1,0.468,0.435,0.451,35700.0,43300.0,1
Virudhunagar,BC,0,730000.0,0,1,90.02,158.0,Tier-2 (Affiliated),115000.0,20.9,1,0.416,0.33,0.373,42900.0,72100.0,1
Madurai,SC,1,237000.0,1,0,81.1,115.4,Tier-1 (Autonomous),178000.0,60.5,1,0.278,0.478,0.378,67300.0,110700.0,0
Erode,BC,1,1149000.0,0,1,99.9,144.6,Tier-1 (Autonomous),179000.0,15.0,1,0.431,0.247,0.339,60700.0,118300.0,0
Namakkal,SC,1,248000.0,0,1,76.11,105.3,Tier-2 (Affiliated),110000.0,72.2,0,0.27,0.55,0.41,45100.0,64900.0,0
Nagapattinam,OC,0,234000.0,1,0,88.46,164.4,Tier-3 (Self-financing),80000.0,12.3,1,0.561,0.388,0.475,38000.0,42000.0,1
Madurai,MBC,0,537000.0,0,1,72.75,102.7,Tier-2 (Affiliated),105000.0,27.3,1,0.181,0.411,0.296,31100.0,73900.0,1
Theni,OC,0,375000.0,0,0,82.92,126.9,Tier-2 (Affiliated),105000.0,77.7,2,0.419,0.437,0.428,44900.0,60100.0,0
Tirunelveli,MBC,1,406000.0,1,0,84.78,122.2,Tier-3 (Self-financing),84000.0,123.2,3,0.349,0.55,0.449,37700.0,46300.0,1
Salem,SC,0,96000.0,0,1,86.33,119.3,Tier-2 (Affiliated),106000.0,115.0,0,0.331,0.527,0.429,45500.0,60500.0,0
Namakkal,SC,1,245000.0,1,0,85.76,142.2,Tier-3 (Self-financing),89000.0,45.9,1,0.381,0.395,0.388,34500.0,54500.0,0
Thanjavur,ST,1,346000.0,0,0,45.63,75.3,Tier-2 (Affiliated),96000.0,2.0,1,0.244,0.506,0.375,36000.0,60000.0,0
Theni,MBC,0,127000.0,1,0,77.31,90.3,Tier-3 (Self-financing),73000.0,94.7,2,0.142,0.451,0.296,21600.0,51400.0,1
Erode,SC,1,234000.0,0,0,72.25,96.1,Tier-3 (Self-financing),100000.0,75.0,0,0.141,0.409,0.275,27500.0,72500.0,1
Virudhunagar,MBC,1,333000.0,0,1,74.22,122.6,Tier-1 (Autonomous),177000.0,111.2,1,0.328,0.573,0.451,79800.0,97200.0,1
Coimbatore,ST,1,283000.0,1,0,75.17,119.2,Tier-1 (Autonomous),172000.0,71.2,1,0.259,0.46,0.36,61900.0,110100.0,0
Kanyakumari,MBC,0,587000.0,1,0,87.77,134.4,Tier-3 (Self-financing),85000.0,64.5,2,0.392,0.474,0.433,36800.0,48200.0,1
Chennai,SC,1,267000.0,0,1,80.03,137.1,Tier-3 (Self-financing),91000.0,28.5,0,0.529,0.46,0.495,45000.0,46000.0,1
Karur,BC,0,205000.0,0,1,72.92,95.0,Tier-2 (Affiliated),115000.0,59.5,2,0.235,0.53,0.382,44000.0,71000.0,1
Erode,MBC,1,1902000.0,0,1,63.32,92.4,Tier-2 (Affiliated),104000.0,75.7,0,0.236,0.289,0.263,27300.0,76700.0,1
Vellore,SC,1,248000.0,0,0,93.33,157.1,Tier-1 (Autonomous),176000.0,34.0,1,0.575,0.517,0.546,96000.0,80000.0,0
Chennai,BC,0,269000.0,0,1,71.53,104.7,Tier-3 (Self-financing),82000.0,127.1,1,0.294,0.468,0.381,31300.0,50700.0,0
Karur,BC,1,397000.0,0,0,76.69,127.4,Tier-1 (Autonomous),182000.0,18.0,2,0.428,0.367,0.397,72300.0,109700.0,0
Tiruchirappalli,ST,1,234000.0,1,0,99.39,141.8,Tier-2 (Affiliated),110000.0,39.0,0,0.372,0.575,0.474,52100.0,57900.0,1
Cuddalore,MBC,0,271000.0,1,0,71.8,102.5,Tier-2 (Affiliated),103000.0,164.7,3,0.251,0.535,0.393,40500.0,62500.0,0
Karur,BC,1,801000.0,1,0,75.24,93.7,Tier-2 (Affiliated),106000.0,5.5,2,0.171,0.419,0.295,31300.0,74700.0,0
Virudhunagar,BC,0,373000.0,0,0,80.32,97.7,Tier-3 (Self-financing),83000.0,26.6,1,0.275,0.471,0.373,30900.0,52100.0,1
Karur,BC,1,873000.0,0,1,61.94,92.0,Tier-2 (Affiliated),122000.0,79.5,4,0.257,0.469,0.363,44300.0,77700.0,1
Erode,MBC,1,746000.0,1,0,60.78,104.0,Tier-2 (Affiliated),109000.0,63.5,0,0.318,0.369,0.343,37400.0,71600.0,0
Karur,ST,1,306000.0,0,1,73.18,115.4,Tier-3 (Self-financing),111000.0,4.3,3,0.335,0.534,0.435,48200.0,62800.0,0
Virudhunagar,ST,1,336000.0,0,0,73.53,135.1,Tier-2 (Affiliated),108000.0,149.0,2,0.359,0.63,0.494,53400.0,54600.0,0
Erode,MBC,1,773000.0,1,0,79.34,121.1,Tier-3 (Self-financing),72000.0,28.3,2,0.365,0.405,0.385,27700.0,44300.0,1
Madurai,MBC,0,141000.0,1,0,68.22,77.3,Tier-3 (Self-financing),88000.0,134.9,1,0.284,0.495,0.39,34300.0,53700.0,1
Kanyakumari,BC,0,1181000.0,0,1,82.34,136.9,Tier-3 (Self-financing),93000.0,49.3,0,0.387,0.274,0.331,30800.0,62200.0,1
Madurai,SC,0,147000.0,0,1,56.43,74.1,Tier-1 (Autonomous),184000.0,37.0,4,0.049,0.476,0.262,48300.0,135700.0,0
Tiruppur,BC,1,398000.0,0,1,77.3,125.6,Tier-1 (Autonomous),182000.0,187.8,1,0.258,0.475,0.367,66700.0,115300.0,1
Salem,OC,1,323000.0,1,0,81.6,96.3,Tier-2 (Affiliated),107000.0,52.1,0,0.253,0.619,0.436,46700.0,60300.0,0
Madurai,ST,1,142000.0,0,1,81.28,125.9,Tier-1 (Autonomous),178000.0,23.2,1,0.269,0.557,0.413,73500.0,104500.0,1
Nagapattinam,SC,0,333000.0,1,0,76.37,132.7,Tier-2 (Affiliated),91000.0,102.9,0,0.322,0.501,0.412,37500.0,53500.0,0
Madurai,BC,0,1042000.0,0,1,71.4,122.9,Tier-2 (Affiliated),117000.0,151.3,0,0.285,0.358,0.321,37600.0,79400.0,1
Cuddalore,MBC,1,307000.0,0,1,76.08,118.0,Tier-1 (Autonomous),177000.0,14.7,1,0.342,0.366,0.354,62700.0,114300.0,0
Cuddalore,MBC,0,315000.0,1,0,90.34,143.8,Tier-2 (Affiliated),119000.0,9.7,2,0.528,0.481,0.505,60000.0,59000.0,1
Coimbatore,BC,1,545000.0,1,0,72.01,107.8,Tier-2 (Affiliated),106000.0,25.7,1,0.155,0.369,0.262,27800.0,78200.0,1
Tiruchirappalli,BC,0,518000.0,1,0,87.78,136.0,Tier-1 (Autonomous),180000.0,124.2,0,0.456,0.569,0.512,92200.0,87800.0,1
Nagapattinam,BC,0,1013000.0,0,1,89.37,152.4,Tier-3 (Self-financing),95000.0,8.6,3,0.51,0.282,0.396,37600.0,57400.0,1
Namakkal,MBC,1,970000.0,0,0,60.64,85.8,Tier-3 (Self-financing),96000.0,26.4,1,0.218,0.253,0.236,22600.0,73400.0,1
Madurai,MBC,1,368000.0,1,0,76.72,113.0,Tier-2 (Affiliated),117000.0,78.3,1,0.276,0.34,0.308,36100.0,80900.0,1
Thoothukudi,MBC,1,562000.0,1,0,68.22,85.5,Tier-3 (Self-financing),70000.0,22.6,2,0.257,0.378,0.317,22200.0,47800.0,1
Tirunelveli,BC,1,682000.0,1,0,62.98,110.5,Tier-1 (Autonomous),170000.0,2.0,1,0.289,0.184,0.236,40200.0,129800.0,1
Chennai,ST,0,167000.0,0,1,85.92,132.7,Tier-3 (Self-financing),91000.0,2.0,2,0.35,0.532,0.441,40100.0,50900.0,1
Villupuram,MBC,1,230000.0,1,0,82.73,113.4,Tier-2 (Affiliated),104000.0,84.9,0,0.15,0.524,0.337,35000.0,69000.0,0
Chennai,SC,1,203000.0,0,0,80.63,141.3,Tier-2 (Affiliated),111000.0,42.4,2,0.43,0.423,0.426,47300.0,63700.0,0
Tiruppur,OC,1,1185000.0,0,1,67.15,105.9,Tier-3 (Self-financing),87000.0,96.0,0,0.379,0.387,0.383,33300.0,53700.0,1
Thoothukudi,MBC,1,836000.0,0,1,80.1,116.2,Tier-3 (Self-financing),87000.0,4.2,0,0.193,0.373,0.283,24600.0,62400.0,1
Tiruppur,SC,0,174000.0,0,1,64.9,116.4,Tier-1 (Autonomous),172000.0,237.4,0,0.234,0.504,0.369,63400.0,108600.0,1
Tiruppur,BC,0,345000.0,0,1,78.77,120.1,Tier-2 (Affiliated),118000.0,289.2,1,0.28,0.552,0.416,49100.0,68900.0,1
Vellore,BC,1,933000.0,0,0,71.38,89.8,Tier-3 (Self-financing),81000.0,28.9,2,0.189,0.458,0.323,26200.0,54800.0,0
Madurai,BC,1,189000.0,1,0,88.51,155.2,Tier-2 (Affiliated),115000.0,16.7,1,0.384,0.432,0.408,46900.0,68100.0,1
Tiruppur,BC,0,234000.0,1,0,74.37,105.6,Tier-2 (Affiliated),108000.0,26.7,1,0.368,0.389,0.379,40900.0,67100.0,0
Kanyakumari,MBC,0,789000.0,0,0,80.31,173.0,Tier-1 (Autonomous),195000.0,31.9,2,0.664,0.365,0.515,100400.0,94600.0,1
Coimbatore,BC,1,569000.0,1,0,80.33,121.0,Tier-1 (Autonomous),192000.0,192.9,0,0.339,0.563,0.451,86500.0,105500.0,1
Kanyakumari,BC,1,260000.0,0,1,77.24,92.5,Tier-2 (Affiliated),127000.0,27.3,1,0.167,0.437,0.302,38400.0,88600.0,1
Thanjavur,MBC,1,448000.0,0,0,79.05,152.0,Tier-2 (Affiliated),123000.0,8.2,0,0.443,0.54,0.491,60500.0,62500.0,1
Namakkal,OC,0,684000.0,1,0,81.04,128.0,Tier-2 (Affiliated),109000.0,43.1,3,0.256,0.338,0.297,32400.0,76600.0,1
Tiruchirappalli,BC,1,119000.0,0,1,69.04,113.5,Tier-3 (Self-financing),81000.0,80.8,2,0.278,0.514,0.396,32100.0,48900.0,1
Theni,MBC,1,463000.0,0,0,82.03,136.2,Tier-3 (Self-financing),76000.0,90.2,1,0.418,0.413,0.416,31600.0,44400.0,1
Tiruchirappalli,BC,1,394000.0,1,0,86.64,117.4,Tier-1 (Autonomous),182000.0,135.5,2,0.361,0.506,0.433,78800.0,103200.0,0
Tirunelveli,BC,0,121000.0,0,0,81.97,97.8,Tier-1 (Autonomous),180000.0,73.5,2,0.284,0.538,0.411,74000.0,106000.0,0
Karur,BC,1,505000.0,0,1,74.46,147.6,Tier-3 (Self-financing),85000.0,31.9,2,0.377,0.38,0.378,32200.0,52800.0,1
Coimbatore,OC,1,584000.0,1,0,79.74,103.3,Tier-3 (Self-financing),78000.0,147.7,2,0.269,0.397,0.333,26000.0,52000.0,1
Thanjavur,MBC,1,414000.0,1,0,74.36,142.7,Tier-3 (Self-financing),88000.0,90.6,1,0.369,0.384,0.376,33100.0,54900.0,1
Tiruppur,OC,1,520000.0,0,1,76.81,130.0,Tier-3 (Self-financing),82000.0,25.4,0,0.423,0.467,0.445,36500.0,45500.0,1
Madurai,BC,1,275000.0,1,0,66.12,107.6,Tier-3 (Self-financing),81000.0,74.1,1,0.307,0.415,0.361,29200.0,51800.0,0
Tirunelveli,ST,0,76000.0,0,1,91.8,139.0,Tier-1 (Autonomous),181000.0,35.6,0,0.517,0.543,0.53,95900.0,85100.0,0
Erode,ST,1,187000.0,0,1,97.35,189.6,Tier-1 (Autonomous),179000.0,42.8,3,0.589,0.545,0.567,101500.0,77500.0,0
Cuddalore,BC,1,775000.0,0,1,70.96,102.3,Tier-1 (Autonomous),169000.0,3.8,0,0.187,0.451,0.319,53900.0,115100.0,0
Thoothukudi,BC,0,340000.0,0,0,85.86,126.6,Tier-2 (Affiliated),104000.0,2.0,1,0.244,0.537,0.391,40600.0,63400.0,1
Virudhunagar,MBC,0,250000.0,1,0,92.58,157.4,Tier-2 (Affiliated),114000.0,26.2,0,0.462,0.528,0.495,56400.0,57600.0,0
Tiruchirappalli,SC,1,178000.0,1,0,68.42,98.6,Tier-2 (Affiliated),110000.0,59.3,0,0.055,0.429,0.242,26600.0,83400.0,0
Chennai,SC,0,159000.0,0,1,56.42,74.3,Tier-1 (Autonomous),164000.0,142.6,2,0.124,0.449,0.287,47000.0,117000.0,1
Coimbatore,BC,1,724000.0,0,1,93.17,147.4,Tier-2 (Affiliated),116000.0,7.7,4,0.367,0.338,0.353,40900.0,75100.0,1
Tiruppur,BC,0,395000.0,0,1,77.9,134.2,Tier-3 (Self-financing),85000.0,37.8,2,0.303,0.467,0.385,32800.0,52200.0,1
Tiruchirappalli,BC,0,230000.0,1,0,72.81,143.9,Tier-3 (Self-financing),77000.0,2.0,1,0.413,0.592,0.503,38700.0,38300.0,1
Salem,SC,0,60000.0,0,0,78.47,156.0,Tier-2 (Affiliated),105000.0,19.0,1,0.361,0.482,0.422,44300.0,60700.0,1
Virudhunagar,SC,1,217000.0,1,0,74.31,91.2,Tier-1 (Autonomous),181000.0,35.4,0,0.089,0.483,0.286,51800.0,129200.0,0
Kanyakumari,OC,1,483000.0,0,0,99.9,174.7,Tier-2 (Affiliated),92000.0,199.7,0,0.549,0.551,0.55,50600.0,41400.0,1
Virudhunagar,MBC,1,255000.0,0,1,72.69,100.8,Tier-2 (Affiliated),113000.0,2.7,2,0.22,0.39,0.305,34500.0,78500.0,0
Tirunelveli,BC,1,385000.0,1,0,81.27,115.2,Tier-2 (Affiliated),118000.0,15.1,4,0.327,0.596,0.462,54500.0,63500.0,1
Theni,MBC,0,407000.0,1,0,90.92,136.6,Tier-3 (Self-financing),92000.0,33.3,1,0.39,0.52,0.455,41800.0,50200.0,1
Theni,ST,1,267000.0,0,0,90.87,135.6,Tier-3 (Self-financing),94000.0,124.5,1,0.415,0.442,0.428,40200.0,53800.0,1
Tiruchirappalli,MBC,1,724000.0,0,0,88.96,125.5,Tier-1 (Autonomous),174000.0,6.2,1,0.354,0.381,0.367,63900.0,110100.0,0
Tiruppur,OC,1,275000.0,1,0,73.74,82.3,Tier-1 (Autonomous),188000.0,5.6,1,0.231,0.632,0.431,81100.0,106900.0,0
Namakkal,MBC,0,220000.0,1,0,76.48,143.3,Tier-1 (Autonomous),182000.0,20.8,3,0.535,0.467,0.501,91200.0,90800.0,0
Vellore,BC,1,166000.0,1,0,56.26,102.7,Tier-3 (Self-financing),78000.0,28.0,3,0.283,0.575,0.429,33400.0,44600.0,1
Nagapattinam,SC,0,154000.0,1,0,77.26,122.6,Tier-1 (Autonomous),184000.0,91.0,2,0.371,0.683,0.527,97000.0,87000.0,0
Cuddalore,BC,0,168000.0,1,0,78.33,110.0,Tier-3 (Self-financing),88000.0,43.0,1,0.291,0.514,0.402,35400.0,52600.0,1
Namakkal,SC,0,395000.0,0,1,85.42,154.4,Tier-2 (Affiliated),122000.0,17.6,3,0.287,0.472,0.38,46300.0,75700.0,1
Karur,BC,0,375000.0,0,0,95.95,151.8,Tier-2 (Affiliated),120000.0,20.2,0,0.419,0.653,0.536,64300.0,55700.0,0
Nagapattinam,BC,0,522000.0,0,1,85.11,126.8,Tier-3 (Self-financing),79000.0,45.2,1,0.449,0.361,0.405,32000.0,47000.0,1
Tiruppur,BC,1,381000.0,1,0,88.71,116.5,Tier-2 (Affiliated),113000.0,53.0,0,0.344,0.474,0.409,46200.0,66800.0,1
Tirunelveli,OC,0,223000.0,0,1,77.83,131.8,Tier-3 (Self-financing),88000.0,113.2,0,0.32,0.54,0.43,37900.0,50100.0,1
Nagapattinam,BC,1,271000.0,0,1,90.84,139.6,Tier-1 (Autonomous),182000.0,28.1,0,0.416,0.373,0.395,71900.0,110100.0,0
Karur,MBC,1,486000.0,1,0,78.11,128.1,Tier-3 (Self-financing),83000.0,33.3,0,0.257,0.362,0.309,25700.0,57300.0,1
Thoothukudi,BC,1,1307000.0,0,1,89.41,144.8,Tier-3 (Self-financing),99000.0,46.1,1,0.46,0.248,0.354,35100.0,63900.0,0
Madurai,OC,1,790000.0,1,0,86.04,146.4,Tier-1 (Autonomous),175000.0,53.1,0,0.372,0.428,0.4,70000.0,105000.0,1
Thanjavur,BC,1,393000.0,0,1,81.93,133.6,Tier-2 (Affiliated),123000.0,77.1,2,0.379,0.434,0.407,50000.0,73000.0,0
Villupuram,OC,0,352000.0,1,0,62.59,94.8,Tier-2 (Affiliated),99000.0,23.3,2,0.147,0.474,0.311,30700.0,68300.0,0
Namakkal,SC,0,192000.0,1,0,88.93,149.8,Tier-1 (Autonomous),177000.0,58.1,1,0.44,0.575,0.507,89800.0,87200.0,0
Villupuram,ST,1,832000.0,0,1,81.78,144.4,Tier-2 (Affiliated),116000.0,48.7,0,0.211,0.435,0.323,37500.0,78500.0,1
Chennai,OC,1,1242000.0,0,1,85.03,158.5,Tier-2 (Affiliated),102000.0,20.8,3,0.419,0.143,0.281,28600.0,73400.0,1
Chennai,SC,1,363000.0,0,0,81.14,112.3,Tier-3 (Self-financing),79000.0,256.0,1,0.229,0.493,0.361,28500.0,50500.0,1
Nagapattinam,SC,1,335000.0,1,0,82.86,148.5,Tier-2 (Affiliated),114000.0,45.7,0,0.36,0.528,0.444,50600.0,63400.0,0
Vellore,ST,1,322000.0,1,0,91.01,121.0,Tier-2 (Affiliated),96000.0,2.0,0,0.046,0.48,0.263,25300.0,70700.0,0
Namakkal,BC,1,634000.0,0,0,73.26,131.7,Tier-3 (Self-financing),94000.0,10.3,1,0.304,0.468,0.386,36300.0,57700.0,1
Thanjavur,BC,1,385000.0,0,0,82.68,122.7,Tier-3 (Self-financing),97000.0,167.4,1,0.348,0.536,0.442,42900.0,54100.0,1
Thanjavur,MBC,1,264000.0,1,0,70.23,124.2,Tier-2 (Affiliated),122000.0,72.6,0,0.261,0.524,0.392,47900.0,74100.0,1
Villupuram,SC,1,556000.0,0,0,83.77,155.7,Tier-1 (Autonomous),183000.0,7.6,0,0.48,0.433,0.457,83600.0,99400.0,0
Coimbatore,SC,1,319000.0,1,0,80.51,131.5,Tier-2 (Affiliated),107000.0,112.6,2,0.43,0.508,0.469,50200.0,56800.0,0
Nagapattinam,MBC,1,708000.0,0,0,71.69,114.0,Tier-3 (Self-financing),82000.0,77.8,3,0.32,0.225,0.272,22300.0,59700.0,1
Kanyakumari,BC,1,1194000.0,0,0,78.94,124.8,Tier-2 (Affiliated),112000.0,48.5,0,0.365,0.429,0.397,44500.0,67500.0,0
Cuddalore,SC,0,260000.0,0,1,72.31,108.6,Tier-2 (Affiliated),111000.0,11.3,0,0.298,0.605,0.452,50100.0,60900.0,0
Vellore,SC,0,238000.0,0,1,74.22,135.6,Tier-2 (Affiliated),107000.0,275.7,2,0.416,0.604,0.51,54500.0,52500.0,1
Tiruchirappalli,BC,1,2808000.0,1,0,81.55,128.9,Tier-2 (Affiliated),123000.0,79.1,2,0.295,0.021,0.158,19400.0,103600.0,1
Cuddalore,MBC,0,291000.0,1,0,80.68,96.5,Tier-2 (Affiliated),108000.0,68.0,0,0.165,0.539,0.352,38000.0,70000.0,0
Dindigul,BC,1,265000.0,1,0,58.8,107.3,Tier-2 (Affiliated),121000.0,2.8,0,0.206,0.509,0.357,43300.0,77700.0,0
Madurai,MBC,1,360000.0,1,0,81.7,143.2,Tier-2 (Affiliated),111000.0,27.1,2,0.453,0.505,0.479,53200.0,57800.0,0
